Index Annotation Celltype Tissue Type Category
584 UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18692.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Keratinocyte_Primary_Cells skin hotspots Hotspots
585 UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18695.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Keratinocyte_Primary_Cells skin hotspots Hotspots
586 UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18714.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Keratinocyte_Primary_Cells skin hotspots Hotspots
587 UW.Penis_Foreskin_Keratinocyte_Primary_Cells.ChromatinAccessibility.skin02.DS18718.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Keratinocyte_Primary_Cells skin hotspots Hotspots
588 UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18590.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Melanocyte_Primary_Cells skin hotspots Hotspots
589 UW.Penis_Foreskin_Melanocyte_Primary_Cells.ChromatinAccessibility.skin01.DS18601.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Melanocyte_Primary_Cells skin hotspots Hotspots
590 UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18406.hotspot.twopass.fdr0.01.merge.pks.wig Breast_vHMEC breast peaks Peaks
591 UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18438.hotspot.twopass.fdr0.01.merge.pks.wig Breast_vHMEC breast peaks Peaks
592 UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.hotspot.twopass.fdr0.01.merge.pks.wig CD14_Primary_Cells blood peaks Peaks
593 UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.hotspot.twopass.fdr0.01.merge.pks.wig CD14_Primary_Cells blood peaks Peaks
594 UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01679.DS17186.hotspot.twopass.fdr0.01.merge.pks.wig CD19_Primary_Cells blood peaks Peaks
595 UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01689.DS17281.hotspot.twopass.fdr0.01.merge.pks.wig CD19_Primary_Cells blood peaks Peaks
596 UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01701.DS17440.hotspot.twopass.fdr0.01.merge.pks.wig CD19_Primary_Cells blood peaks Peaks
597 UW.CD20_Primary_Cells.ChromatinAccessibility.RO_01778.DS17371.hotspot.twopass.fdr0.01.merge.pks.wig CD20_Primary_Cells blood peaks Peaks
598 UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.hotspot.twopass.fdr0.01.merge.pks.wig CD3_Primary_Cells blood peaks Peaks
599 UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.hotspot.twopass.fdr0.01.merge.pks.wig CD3_Primary_Cells blood peaks Peaks
600 UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.hotspot.twopass.fdr0.01.merge.pks.wig CD3_Primary_Cells blood peaks Peaks
601 UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.hotspot.twopass.fdr0.01.merge.pks.wig CD3_Primary_Cells blood peaks Peaks
602 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.hotspot.twopass.fdr0.01.merge.pks.wig CD4_Primary_Cells blood peaks Peaks
603 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.hotspot.twopass.fdr0.01.merge.pks.wig CD4_Primary_Cells blood peaks Peaks
604 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.hotspot.twopass.fdr0.01.merge.pks.wig CD4_Primary_Cells blood peaks Peaks
605 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.hotspot.twopass.fdr0.01.merge.pks.wig CD4_Primary_Cells blood peaks Peaks
606 UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01679.DS17189.hotspot.twopass.fdr0.01.merge.pks.wig CD56_Primary_Cells blood peaks Peaks
607 UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01701.DS17443.hotspot.twopass.fdr0.01.merge.pks.wig CD56_Primary_Cells blood peaks Peaks
608 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01549.DS16012.hotspot.twopass.fdr0.01.merge.pks.wig CD8_Primary_Cells blood peaks Peaks
609 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS17203.hotspot.twopass.fdr0.01.merge.pks.wig CD8_Primary_Cells blood peaks Peaks
610 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01689.DS17332.hotspot.twopass.fdr0.01.merge.pks.wig CD8_Primary_Cells blood peaks Peaks
611 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01701.DS17885.hotspot.twopass.fdr0.01.merge.pks.wig CD8_Primary_Cells blood peaks Peaks
612 UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-22662.DS12528.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Adrenal_Gland fetal_adrenal_gland peaks Peaks
613 UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23769.DS17319.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Adrenal_Gland fetal_adrenal_gland peaks Peaks
614 UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-24409.DS20343.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Adrenal_Gland fetal_adrenal_gland peaks Peaks
615 UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11872.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
616 UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11877.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
617 UW.Fetal_Brain.ChromatinAccessibility.H-22911.DS14464.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
618 UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14717.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
619 UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14718.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
620 UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14803.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
621 UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14815.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
622 UW.Fetal_Brain.ChromatinAccessibility.H-23399.DS15453.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
623 UW.Fetal_Brain.ChromatinAccessibility.H-23548.DS16302.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
624 UW.Fetal_Brain.ChromatinAccessibility.H-24279.DS20221.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
625 UW.Fetal_Brain.ChromatinAccessibility.H-24297.DS20226.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
626 UW.Fetal_Brain.ChromatinAccessibility.H-24381.DS20231.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Brain fetal_brain peaks Peaks
627 UW.Fetal_Heart.ChromatinAccessibility.H-22662.DS12531.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
628 UW.Fetal_Heart.ChromatinAccessibility.H-22727.DS12810.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
629 UW.Fetal_Heart.ChromatinAccessibility.H-23468.DS15839.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
630 UW.Fetal_Heart.ChromatinAccessibility.H-23500.DS16018.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
631 UW.Fetal_Heart.ChromatinAccessibility.H-23524.DS16146.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
632 UW.Fetal_Heart.ChromatinAccessibility.H-23589.DS16500.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
633 UW.Fetal_Heart.ChromatinAccessibility.H-23604.DS16582.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
634 UW.Fetal_Heart.ChromatinAccessibility.H-23617.DS16621.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
635 UW.Fetal_Heart.ChromatinAccessibility.H-23663.DS16819.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
636 UW.Fetal_Heart.ChromatinAccessibility.H-23744.DS19431.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
637 UW.Fetal_Heart.ChromatinAccessibility.H-24042.DS19427.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Heart fetal_heart peaks Peaks
638 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23500.DS16027.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
639 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23524.DS16164.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
640 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23604.DS16563.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
641 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23744.DS17094.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
642 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23758.DS17157.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
643 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23769.DS17313.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
644 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23808.DS17422.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
645 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23833.DS17462.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
646 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23855.DS17502.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
647 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23887.DS17647.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
648 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23914.DS17748.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
649 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23941.DS17785.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
650 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23964.DS17841.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
651 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-24005.DS17990.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
652 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-24111.DS18499.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Large fetal_intestine,_large peaks Peaks
653 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23604.DS16559.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
654 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23640.DS16712.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
655 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23663.DS16822.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
656 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23724.DS16975.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
657 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23744.DS17092.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
658 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23758.DS17150.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
659 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23769.DS17317.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
660 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23808.DS17425.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
661 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23864.DS17844.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
662 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23887.DS17643.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
663 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23914.DS17763.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
664 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23941.DS17808.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
665 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-24111.DS18495.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Intestine_Small fetal_intestine,_small peaks Peaks
666 UW.Fetal_Kidney.ChromatinAccessibility.H-22337.DS10986.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney fetal_kidney peaks Peaks
667 UW.Fetal_Kidney.ChromatinAccessibility.H-22676.DS12635.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney fetal_kidney peaks Peaks
668 UW.Fetal_Kidney.ChromatinAccessibility.H-23524.DS16139.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney fetal_kidney peaks Peaks
669 UW.Fetal_Kidney.ChromatinAccessibility.H-23663.DS16837.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney fetal_kidney peaks Peaks
670 UW.Fetal_Kidney.ChromatinAccessibility.H-23855.DS17522.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney fetal_kidney peaks Peaks
671 UW.Fetal_Kidney.ChromatinAccessibility.H-23914.DS17753.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney fetal_kidney peaks Peaks
672 UW.Fetal_Kidney.ChromatinAccessibility.H-24507.DS20564.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney fetal_kidney peaks Peaks
673 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23589.DS16446.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Left fetal_kidney peaks Peaks
674 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23604.DS16579.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Left fetal_kidney peaks Peaks
675 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23640.DS16805.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Left fetal_kidney peaks Peaks
676 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23758.DS17140.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Left fetal_kidney peaks Peaks
677 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-24089.DS18466.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Left fetal_kidney peaks Peaks
678 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23435.DS15651.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Right fetal_kidney peaks Peaks
679 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23589.DS16441.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Right fetal_kidney peaks Peaks
680 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23640.DS16801.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Right fetal_kidney peaks Peaks
681 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23758.DS17144.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Right fetal_kidney peaks Peaks
682 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-24089.DS18463.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Kidney_Right fetal_kidney peaks Peaks
683 UW.Fetal_Lung.ChromatinAccessibility.H-22676.DS12646.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
684 UW.Fetal_Lung.ChromatinAccessibility.H-22727.DS12817.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
685 UW.Fetal_Lung.ChromatinAccessibility.H-22934B.DS13507.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
686 UW.Fetal_Lung.ChromatinAccessibility.H-23090.DS13985.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
687 UW.Fetal_Lung.ChromatinAccessibility.H-23247.DS14666.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
688 UW.Fetal_Lung.ChromatinAccessibility.H-23266.DS14724.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
689 UW.Fetal_Lung.ChromatinAccessibility.H-23266.DS14751.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
690 UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14809.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
691 UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14820.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
692 UW.Fetal_Lung.ChromatinAccessibility.H-23365.DS15227.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
693 UW.Fetal_Lung.ChromatinAccessibility.H-23399.DS15461.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
694 UW.Fetal_Lung.ChromatinAccessibility.H-23419.DS15573.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung fetal_lung peaks Peaks
695 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23435.DS15637.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
696 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23604.DS16570.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
697 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23640.DS18170.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
698 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23744.DS17105.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
699 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23758.DS17154.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
700 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23833.DS17464.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
701 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23887.DS17674.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
702 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23914.DS17739.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
703 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23964.DS17835.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
704 UW.Fetal_Lung_Left.ChromatinAccessibility.H-24005.DS17959.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
705 UW.Fetal_Lung_Left.ChromatinAccessibility.H-24089.DS18421.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
706 UW.Fetal_Lung_Left.ChromatinAccessibility.H-24111.DS18487.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Left fetal_lung peaks Peaks
707 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23435.DS15632.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
708 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23604.DS16566.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
709 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23640.DS16790.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
710 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23744.DS17101.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
711 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23758.DS17162.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
712 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23887.DS17670.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
713 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23964.DS17831.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
714 UW.Fetal_Lung_Right.ChromatinAccessibility.H-24005.DS17954.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
715 UW.Fetal_Lung_Right.ChromatinAccessibility.H-24089.DS18418.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
716 UW.Fetal_Lung_Right.ChromatinAccessibility.H-24111.DS18492.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Lung_Right fetal_lung peaks Peaks
717 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23808.DS17432.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
718 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23914.DS17765.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
719 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23941.DS17825.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
720 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23964.DS17848.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
721 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24005.DS18080.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
722 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24042.DS18176.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
723 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24078.DS18379.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
724 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24089.DS18452.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
725 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24111.DS18473.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
726 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24125.DS18559.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
727 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24143.DS18992.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
728 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24198.DS19051.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
729 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24218.DS19053.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
730 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24244.DS19270.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
731 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24259.DS19295.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
732 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24272.DS19380.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
733 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24297.DS19646.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Arm fetal_muscle peaks Peaks
734 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23914.DS17767.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
735 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23964.DS17850.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
736 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24005.DS18083.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
737 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24078.DS18377.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
738 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24089.DS18454.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
739 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24111.DS18468.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
740 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24143.DS18842.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
741 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24218.DS19117.hotspot.twopass.fdr0.01.merge.pks.wig Fetal_Muscle_Back fetal_muscle peaks Peaks
